Country Name,Country Code,gdp1960,gdp1961,gdp1962,gdp1963,gdp1964,gdp1965,gdp1966,gdp1967,gdp1968,gdp1969,gdp1970,gdp1971,gdp1972,gdp1973,gdp1974,gdp1975,gdp1976,gdp1977,gdp1978,gdp1979,gdp1980,gdp1981,gdp1982,gdp1983,gdp1984,gdp1985,gdp1986,gdp1987,gdp1988,gdp1989,gdp1990,gdp1991,gdp1992,gdp1993,gdp1994,gdp1995,gdp1996,gdp1997,gdp1998,gdp1999,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gini1960,gini1961,gini1962,gini1963,gini1964,gini1965,gini1966,gini1967,gini1968,gini1969,gini1970,gini1971,gini1972,gini1973,gini1974,gini1975,gini1976,gini1977,gini1978,gini1979,gini1980,gini1981,gini1982,gini1983,gini1984,gini1985,gini1986,gini1987,gini1988,gini1989,gini1990,gini1991,gini1992,gini1993,gini1994,gini1995,gini1996,gini1997,gini1998,gini1999,gini2000,gini2001,gini2002,gini2003,gini2004,gini2005,gini2006,gini2007,gini2008,gini2009,gini2010,gini2011,gini2012,gini2013,gini2014
Kuwait,KWT,,,,,,2097199102,2391198977,2441598955,2662798860,2769198815,2873638770,3880392195,4450537925,5408804607,13006948740,12022811621,13132252353,14137407234,15503558060,24749063922,28638869415,25058021237,21577153356,20871081796,21700083486,21445970614,17903989745,22368703331,20690321411,24313856481,18427778418,11009955360,19858555892,23941392183,24848484675,27191688097,31492936826,30350432859,25946185726,30120888929,37718011410,34890773880,38138801479,47875837320,59440511982,80797945205,1.02E+11,1.15E+11,1.47E+11,1.06E+11,1.15E+11,1.54E+11,1.74E+11,1.76E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (developing only),LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09E+11,6.45E+11,8.06E+11,8.92E+11,9.02E+11,9.48E+11,1.15E+12,1.35E+12,1.42E+12,1.56E+12,1.70E+12,1.70E+12,1.49E+12,1.67E+12,1.62E+12,1.60E+12,1.63E+12,1.84E+12,2.23E+12,2.61E+12,3.08E+12,3.53E+12,3.29E+12,4.11E+12,4.75E+12,4.66E+12,4.76E+12,4.76E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273076,598961279.4,714046803.2,865559856.2,1028087947,1127806918,1327748655,1543606382,1763536299,1873671511,1747011884,1280177847,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3452882525,4222962985,5443915128,5832915377,7181441152,8283218734,9359185244,11189514292,11771725798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.43,,,,,34.91,,,,,32.47,,,,,35.46,,,,,36.22,,
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313539979,2717998713,2838485398,4451497337,5545921821,7535259914,9599127189,11718795352,13690217121,15751867489,17247179483,17391056437,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854,44352418120,45730945274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,190495600,183920900,191861800,200229600,218929100,229260800,244459500,261024300,276820700,306961800,323099700,341543100,368098000,386968300,486955000,577549300,596675700,673010600,717240400,814067900,854711500,846514500,863933200,823374900,848478300,851296100,840964400,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800019.1,529064645.6,515000000.7,535999999.4,408999999.5,467000000.6,542000000.6,604028929.6,739027160.8,850040458.8,1155145665,1292697080,1537753174,1733827746,1945491846,2026939595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.16,,,,,,,
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28904898118,31992732972,33887047909,30660051911,28610549763,25541379187,27884615385,30700897875,27251534530,35975860857,38270954138,34112319439,20481889764,26265625000,33122307692,47334697754,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81905365776,65509594212,41119144923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,103444442.6,133414812.5,152244441.8,143588886.4,154503701,197088885.4,189166663.3,225777773.8,242385180.9,273977772.9,311511105.6,397192585.6,431470362.8,477996287.9,492029620.9,517566657.5,560811101.2,566370360.4,604411100.4,657529581,692507395.2,780895356.6,738755098.1,741966023.9,805836689.5,885242280.7,935463222.2,1059656444,1143477000,1171371519,1176607815,1244297407,1289531852,1302666704,1335764111,1365426556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.58,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (all income levels),LCN,,,,,,,,,,,,,,,,,,5.12E+11,6.55E+11,7.69E+11,9.81E+11,1.14E+12,1.01E+12,9.81E+11,9.52E+11,9.64E+11,9.05E+11,9.31E+11,9.03E+11,1.00E+12,1.17E+12,1.24E+12,1.34E+12,1.56E+12,1.79E+12,1.91E+12,2.06E+12,2.25E+12,2.27E+12,2.05E+12,2.27E+12,2.21E+12,1.98E+12,2.04E+12,2.37E+12,2.87E+12,3.37E+12,3.98E+12,4.62E+12,4.35E+12,5.38E+12,6.09E+12,6.13E+12,6.26E+12,6.30E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,1.06E+11,1.05E+11,1.00E+11,1.04E+11,1.17E+11,1.27E+11,1.40E+11,1.42E+11,1.46E+11,1.50E+11,1.54E+11,1.36E+11,1.35E+11,1.31E+11,1.49E+11,1.65E+11,1.74E+11,1.75E+11,1.76E+11,2.01E+11,1.94E+11,2.09E+11,2.34E+11,2.72E+11,3.22E+11,3.76E+11,4.61E+11,5.68E+11,5.65E+11,6.31E+11,7.14E+11,7.56E+11,7.98E+11,8.68E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86308194188,85211139123,89855902314,91929045210,80193734369,76640509779,70500697126,81288884017,90816781391,94113844797,94111625815,93451800421,1.10E+11,98542819851,1.06E+11,1.15E+11,1.31E+11,1.52E+11,1.70E+11,2.04E+11,2.46E+11,2.58E+11,2.79E+11,3.13E+11,3.43E+11,3.69E+11,3.97E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,,,,,,,,,,,90099360.84,104889791,124940289.3,165928864.3,193980464.9,246389070.4,272489336.4,303493119.5,436912067.8,503173104.4,534699257.6,511647836.1,522096760.3,524023707.3,502620921.3,529073612.5,779357945.5,1052849229,1161757671,1119983801,1421508879,1484160644,1631176647,1673085618,1948128911,2428524712,2504012993,2298390595,2479698576,2664105901,2483890594,2491800559,2688617885,3070803439,3454374270,3659320087,4000101033,4601430549,5081479840,4504376590,5082338965,5739705822,5487773452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,1419629937,1454342122,1458609630,1241387714,1321840723,1698319328,1751470588,1859465021,1801176471,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091930836,15794972847,15656342016,16330810304,15746224409,17102623876,18881765437,20662525941,24406264194,28279802452,32350238664,40713826320,42066223972,49565557439,59180578839,59391495533,67206129445,74941183242,,,,,,,,,,,,,,,,,,,,,,,,,,32.47,,,,,32.48,,,,,35.41,,,,,,,41.06,,,,40.26,,,36.4,,,,,
Lower middle income,LMC,92387600693,98503481333,1.01E+11,1.13E+11,1.27E+11,1.37E+11,1.23E+11,1.31E+11,1.41E+11,1.57E+11,1.73E+11,1.80E+11,1.91E+11,2.28E+11,2.93E+11,3.25E+11,3.52E+11,4.03E+11,4.52E+11,5.14E+11,6.39E+11,6.76E+11,6.79E+11,6.63E+11,6.59E+11,6.94E+11,7.20E+11,7.94E+11,8.32E+11,8.44E+11,9.06E+11,8.71E+11,9.11E+11,9.13E+11,9.91E+11,1.11E+12,1.22E+12,1.26E+12,1.14E+12,1.24E+12,1.31E+12,1.32E+12,1.42E+12,1.62E+12,1.86E+12,2.13E+12,2.53E+12,3.12E+12,3.47E+12,3.57E+12,4.52E+12,5.06E+12,5.26E+12,5.46E+12,5.78E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,2.72E+11,2.60E+11,2.64E+11,2.89E+11,3.30E+11,3.65E+11,3.75E+11,3.89E+11,4.06E+11,4.52E+11,4.99E+11,5.32E+11,5.93E+11,7.33E+11,9.20E+11,1.05E+12,1.11E+12,1.24E+12,1.34E+12,1.62E+12,1.93E+12,2.07E+12,2.02E+12,2.04E+12,2.14E+12,2.24E+12,2.28E+12,2.35E+12,2.38E+12,2.62E+12,2.95E+12,2.94E+12,3.10E+12,3.37E+12,3.74E+12,4.25E+12,4.69E+12,4.96E+12,4.90E+12,4.85E+12,5.26E+12,5.28E+12,5.56E+12,6.23E+12,7.28E+12,8.59E+12,1.01E+13,1.25E+13,1.48E+13,1.49E+13,1.81E+13,2.13E+13,2.25E+13,2.39E+13,2.50E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,34579308.41,35699286.01,41859162.82,47039059.22,51938961.22,54878902.42,56698866.02,59260814.78,61444771.1,65966680.67,68738625.23,76482102.91,80915831.92,121181556.2,150846210.4,149560513.9,147654093.8,193307267.7,266559337.6,290142517.8,431561376.5,434188034.2,326947872.5,355443856,302989222.5,247678018.6,290590809.6,369351669.9,429733890.5,451443169.3,544583156.2,608771230.9,720546984.6,721608470.8,755041117.5,859088528,815946782,859809027.8,819420074.9,801538587.4,771261707.8,706400239.3,656752929.1,969167237.3,1234215385,1368346474,1428852972,1597476793,1630672203,1711470585,2187417432,2523356489,2384023630,2147680335,2088021624,,,,,,,,,,,,,,,,,,,,,,,,,,,56.02,,,,,,,57.94,63.16,,,,,,,,51.54,,,,,,,,54.17,,,,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22649483749,26126791384,30214930515,39739117789,47851049428,37439805733,37095840325,43485017710,42824489650,46403189419,48172242517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.48,,,,,33.64,,,32.26,,32.1,,31.67,32.01,31.92,35.46,35.2,35.3,34.44,,37.06,,33.76,32.63,,,
Luxembourg,LUX,703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131,1234878981,1519080274,1582583574,1981669874,2719623266,3317419221,3254579357,3567502612,3948564997,4916869476,5748899285,6272865223,5266079965,4795779622,4714398422,4624965094,4769617501,6966588405,8670664506,9814042787,10459561835,13315910188,14415711754,16171016311,16594916045,18445864480,21729611385,21630488599,19460306721,20340186708,22267739186,21303021927,20998210291,23285902503,29095033860,34207847033,37024499440,41781206875,49210511908,54961915922,50144345652,52146754967,58952460384,56292381076,60130847624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5880992308,5985861104,6928629233,7587546969,8375152962,9872049657,10437907021,11521268953,12884073854,15267165505,17091424861,21620628835,30945808825,35671103521,26155123308,23868572609,28319399054,28545148936,30908761928,31920815648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.49,,,,,26.99,,30.98,31.65,31.72,33.52,,,,35.09,,34.96,,35.6,,35.82,,35.27,36.03,,,
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,1021654719,1016585687,1182693473,1222072820,1376075268,1786734515,2087122775,2478807842,2990180515,3464946372,4581185869,5280218135,5868546013,6560672254,6628525683,6674552882,6186475685,5916957025,6101794939,6514271488,7008026418,7926373569,10258324483,11792570021,14568709568,18054684847,20731022849,21313263942,28359706111,36634742814,42991910938,51313818756,55501532528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,2037154690,2025693488,2379611063,2657252510,2798345227,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21079357821,17108443052,17091648680,15642990733,14171045911,14294246249,18722705505,20656951247,24633853688,25271642769,28839382991,31014466120,32042164441,30137111517,34085406933,37183957845,41383907571,37263566705,40021694646,39734023758,37020609825,37724674865,40416114690,49822651702,56948015336,59523801936,65640092774,75223563590,88879527244,90907274329,90770208620,99210991483,95903875574,1.04E+11,1.07E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,,,,,,,,39.46,,,40.63,,,,,,40.88,,,,,,,
Monaco,MCO,,,,,,,,,,,293073868,327651488,402460333.2,523552815.1,563939670.7,711922994.2,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557245122,5350674803,6074884389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592856080,3094567110,2319243407,2371812882,1702314343,1752995321,1695130492,1930071455,1639497207,1170785048,1288420223,1480656884,1661818168,1980901554,2598231467,2988332510,3408272498,4401154128,6054806101,5439422031,5811604052,7015206498,7284686576,7985349731,7944184930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.14,,,,34.32,,,,,36.9,39.02,42.16,,37.92,35.59,34.69,34.74,36.28,35.4,34.42,34.69,32.91,32.05,30.63,,,
Middle East (developing only),MDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,673081724.1,699161943.9,739286906.8,759345863,802482182.9,833563472.2,900264583.7,956436931.1,1031669636,1056391055,1111859570,1199507630,1341590682,1653062347,1917508190,2283049233,2181844194,2358930407,2669755116,3463565881,4042139901,3594868208,3526198070,3511573992,2939485472,2857889712,3258288891,2565634382,2442507588,2498059015,3081479800,2653141959,3024459294,3370842211,2977040884,3159901109,3995028429,3545776813,3738704582,3717515283,3877673635,4529575233,4397254715,5474030228,4363934417,5039292947,5515884434,7342923620,9413002737,8550363829,8729936136,9892702358,9919780222,10613473993,10593147527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.12,,,,39.16,,41.81,,47.47,,,,38.88,,,,,40.63,,,,
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,42463576.16,44781456.95,47935843.79,57829787.23,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,884276170.9,910864151.8,1043403341,1202240024,1119806502,1474698126,1745998940,2117773601,2166330189,2332466301,2460699388,2534540871,2705145309,3032239478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.69,,,,,,37.37,,,,,,,,,,
Middle East & North Africa (all income levels),MEA,,,,,,,,,32011124970,35655606550,39677245998,46386915791,56336580840,75782002834,1.38E+11,1.51E+11,1.88E+11,2.18E+11,2.32E+11,3.06E+11,3.97E+11,4.11E+11,4.08E+11,4.11E+11,4.17E+11,4.23E+11,4.31E+11,4.02E+11,3.98E+11,4.11E+11,5.38E+11,5.39E+11,5.86E+11,5.90E+11,6.14E+11,6.98E+11,7.87E+11,8.18E+11,7.96E+11,8.52E+11,9.53E+11,9.53E+11,9.48E+11,1.06E+12,1.24E+12,1.49E+12,1.76E+12,2.07E+12,2.59E+12,2.31E+12,2.69E+12,3.26E+12,3.50E+12,3.56E+12,3.49E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,13056164925,14153954349,15221053213,16936337668,20070134741,21829715344,24337233447,26556372081,29363632834,32515754314,35541711470,39200879416,45178119327,55271303176,71976542927,88003982689,89023916067,81825780564,1.03E+11,1.35E+11,1.94E+11,2.50E+11,1.74E+11,1.49E+11,1.76E+11,1.84E+11,1.29E+11,1.40E+11,1.83E+11,2.23E+11,2.63E+11,3.14E+11,3.64E+11,5.04E+11,5.27E+11,3.44E+11,3.97E+11,4.81E+11,5.02E+11,5.79E+11,6.84E+11,7.25E+11,7.42E+11,7.13E+11,7.70E+11,8.66E+11,9.67E+11,1.04E+12,1.10E+12,8.95E+11,1.05E+12,1.17E+12,1.19E+12,1.26E+12,1.28E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.99,,,51.06,,51.89,,48.54,,48.99,,51.87,,49.68,,46.05,51.11,48.11,,48.28,,47.16,,48.07,,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,106289109.3,108702068,107978893.1,110937729.4,115152142.7,124735071.9,126887585.5,131106365.5,137744500,143615000,150041700,152785100,152116100,163917000,172956700,184358700,190914600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,2.62E+11,2.49E+11,2.53E+11,2.77E+11,3.17E+11,3.50E+11,3.59E+11,3.73E+11,3.89E+11,4.34E+11,4.80E+11,5.11E+11,5.70E+11,7.07E+11,8.89E+11,1.01E+12,1.08E+12,1.20E+12,1.30E+12,1.57E+12,1.88E+12,2.01E+12,1.96E+12,1.98E+12,2.08E+12,2.18E+12,2.21E+12,2.28E+12,2.31E+12,2.55E+12,2.87E+12,2.86E+12,3.02E+12,3.29E+12,3.67E+12,4.17E+12,4.60E+12,4.87E+12,4.81E+12,4.76E+12,5.16E+12,5.18E+12,5.45E+12,6.12E+12,7.15E+12,8.44E+12,9.97E+12,1.23E+13,1.46E+13,1.46E+13,1.78E+13,2.10E+13,2.22E+13,2.36E+13,2.46E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471828622,4694744898,2316618515,2550194960,3381270267,4449375525,4422159848,3735312200,3571043203,3673288165,3772851459,3709636013,4018365768,4946296569,5682719260,6258602831,6861227018,8336475035,9909552356,9401736825,9407170388,10494626768,9745261301,10767438756,11323761624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.13,,34.44,,38.75,38.95,38.85,39.13,42.78,,44.2,,,,,,
Mali,MLI,,,,,,,,275494477.8,343771973.3,339913866.6,359772315.1,430096741.9,486617279.4,563683703.2,538747340.8,830710613.9,939228016.2,1049838550,1222702572,1595422954,1787338106,1493651106,1327378900,1294458070,1311342831,1313685008,1678328288,1931545340,1947794155,2007784672,2421172497,2422840269,2852581755,2677966905,1762703059,2466160215,2619086428,2475185559,2596828336,2570429655,2422482318,2629739067,3342824260,4362439887,4874178417,5305317555,6122644015,7145394015,8737687353,8964480570,9422267260,10647545670,10340794110,11111650036,12074473002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5,,,,,,,40.01,,,,,38.99,,,,33.02,,,,
Malta,MLT,,,,,,,,,,,250728829.1,264578308.9,295106775,345616069.5,376081181.8,474618292.7,527936892.8,625563347.4,793673674.5,1001288245,1250199056,1243509858,1234474742,1165730173,1101807301,1117797225,1435038037,1751293216,2019503791,2118655300,2547330284,2750215016,3021944632,2709194766,2998504392,3599683395,3671827861,3633464750,3809619584,3907947937,3957418083,3917620728,4296164768,5119621569,5643525282,5990648162,6365500032,7466219569,8554293727,8099400961,8163355021,9302635890,8882509104,9642848650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74690930782,58652241646,64330038665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86E+11,2.92E+11,3.33E+11,3.83E+11,3.95E+11,4.02E+11,4.24E+11,4.41E+11,4.53E+11,4.39E+11,4.90E+11,5.62E+11,6.59E+11,7.82E+11,9.58E+11,1.18E+12,1.14E+12,1.31E+12,1.55E+12,1.65E+12,1.62E+12,1.52E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984279598.3,1159891557,1284504508,1707662613,2073255525,2257118341,2696020575,3668857104,4519731947,4141382328,4111066225,4495496247,4045813953,4417255709,4583198885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,29.39,30.82,30.01,30.27,28.6,30.63,,,
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,2310099100,2552401933,2725736633,2098734600,2186505475,2896178867,3020611600,3204461567,3576966800,2560785660,2379018326,1317611864,768401665.8,925817089.5,1452165053,1345719435,1180934217,1124440238,1057408608,1136896162,1267997923,1396555772,1595297301,1992066759,2523471602,3414055663,4234999703,5623216610,4583850368,7189482030,10409797336,12292770631,12545217934,12015944337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,,,30.27,,,,32.84,,,,,36.52,,,,,,,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,3526259828,3532146141,3615064966,3237772977,3372771557,4458235595,5243439597,2353864265,2093393420,2314103720,2512109526,2748955274,1968901453,2027650518,2162771441,2246791389,3241719358,3810025426,4324474011,4536278938,4310090791,4075049538,4201332885,4666197195,5697991242,6578515331,7095918239,9115528844,11050262133,10718503687,10119169260,13197133578,14934374229,15457196860,16385584919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.49,,,,,,47.11,,,,,,,45.66,,,,,
Mauritania,MRT,92609243.69,107726205.6,111148610.8,113797382.6,151897202.5,172767212.4,180340652.9,191221776.8,210695182.7,199643447.6,209348256,227051055.2,265009396.7,333731886.1,414772366,475916497.7,524407949.9,540635401.2,544424587.1,644070390.6,709041462.2,747994670.3,750214401.6,788371840.3,726937308.9,683193876.9,802890746.9,909820596.8,957377548.5,981529430.1,1019600785,1443688870,1464392416,1249944999,1315932645,1415296704,1442598431,1401946853,1375115534,1405662879,1293654175,1295539448,1324426607,1563074859,1833444740,2184444849,3040716679,3356757497,4031047704,3662281668,4337791531,5123097509,4845165274,5057754939,5061180371,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.94,,,,,,50.05,,37.29,,,,,39.04,,,,41.26,,,,40.46,,,,,,
Mauritius,MUS,,,,,,,,,,,,,,,,,706988627.7,827093630.3,1019634978,1216227805,1136544231,1147187568,1082934402,1094857360,1044926097,1080643202,1469050658,1888752207,2143480497,2191101651,2653485952,2856889162,3224265824,3263363788,3558143642,4040342060,4421952121,4187375888,4169672974,4291171396,4582562398,4536544699,4767303153,5609836354,6385691315,6283796155,6731529168,7792052680,9641089805,8834661043,9718233911,11252386261,11442096506,11928055398,12616421088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.68,,,,,,35.9,,
Malawi,MWI,162960131,174580140.4,183120147.2,190820153.4,194740156.6,229460184.5,260400209.4,269812781.3,245160098.1,265800106.3,290520116.2,365389568.3,406084196.7,444302218.9,548618787.1,613196871.9,670309249.8,806265765.9,948983311.4,1058297671,1237662060,1237686964,1180094064,1223225022,1208026079,1131349990,1183671790,1183071363,1379923810,1590201654,1880784190,2203536031,1799529357,2070647127,1181801920,1397454122,2281039098,2663238983,1750585204,1775920040,1743506287,1716502070,2665158943,2424656666,2625127098,2754995877,3116790613,3647816870,4276769473,5030641493,5398615401,5627896279,4240491999,3883521175,4258033615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.29,,,,,,,39.91,,,,,,46.18,,,,
Malaysia,MYS,2441020468,2422724549,2543810842,2708474902,2899751380,3187851289,3392767700,3515850950,3667209758,4050763024,4276665304,4514334695,5364357962,8150688748,10100863613,9890359255,11753574881,13975278632,16658322510,21602645107,24937045130,25463038402,27287163557,30682563382,34565849233,31772244232,28243102990,32181695704,35271882054,38848565893,44023808155,49133851465,59151684070,66894448025,74481194985,88832454525,1.01E+11,1.00E+11,72175568255,79148158936,93789473684,92783947368,1.01E+11,1.10E+11,1.25E+11,1.44E+11,1.63E+11,1.94E+11,2.31E+11,2.02E+11,2.48E+11,2.89E+11,3.05E+11,3.13E+11,3.27E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.04,,46.17,,,47.65,,,48.52,,49.15,,,,,,,37.91,,,46,,46.21,,,,,
North America,NAC,5.84E+11,6.04E+11,6.47E+11,6.83E+11,7.35E+11,7.98E+11,8.75E+11,9.27E+11,1.01E+12,1.10E+12,1.16E+12,1.27E+12,1.40E+12,1.56E+12,1.71E+12,1.86E+12,2.08E+12,2.30E+12,2.58E+12,2.88E+12,3.14E+12,3.52E+12,3.66E+12,3.98E+12,4.40E+12,4.71E+12,4.97E+12,5.30E+12,5.76E+12,6.22E+12,6.57E+12,6.78E+12,7.13E+12,7.46E+12,7.89E+12,8.27E+12,8.73E+12,9.26E+12,9.72E+12,1.03E+13,1.10E+13,1.14E+13,1.17E+13,1.24E+13,1.33E+13,1.43E+13,1.52E+13,1.59E+13,1.63E+13,1.58E+13,1.66E+13,1.73E+13,1.80E+13,1.86E+13,1.92E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
