uid,Country.Name,variable,value
25065,Niger,gini2004,
25066,Nigeria,gini2004,40
25067,Nicaragua,gini2004,
25068,Netherlands,gini2004,31.14
25069,High income: nonOECD,gini2004,
25070,Norway,gini2004,30.17
25071,Nepal,gini2004,
25072,New Zealand,gini2004,
25073,High income: OECD,gini2004,
25074,OECD members,gini2004,
25075,Oman,gini2004,
25076,Other small states,gini2004,
25077,Pakistan,gini2004,31.18
25078,Panama,gini2004,55.06
25079,Peru,gini2004,48.69
25080,Philippines,gini2004,
25081,Palau,gini2004,
25082,Papua New Guinea,gini2004,
25083,Poland,gini2004,35.43
25084,Puerto Rico,gini2004,
25085,"Korea, Dem. Rep.",gini2004,
25086,Portugal,gini2004,
25087,Paraguay,gini2004,52.59
25088,Pacific island small states,gini2004,
25089,French Polynesia,gini2004,
25090,Qatar,gini2004,
25091,Romania,gini2004,30.04
25092,Russian Federation,gini2004,40.77
25093,Rwanda,gini2004,
25094,South Asia,gini2004,
25095,Saudi Arabia,gini2004,
25096,Sudan,gini2004,
25097,Senegal,gini2004,
25098,Singapore,gini2004,
25099,Solomon Islands,gini2004,
25100,Sierra Leone,gini2004,
25101,El Salvador,gini2004,47.37
25102,San Marino,gini2004,
25103,Somalia,gini2004,
25104,Serbia,gini2004,32.98
25105,Sub-Saharan Africa (developing only),gini2004,
25106,South Sudan,gini2004,
25107,Sub-Saharan Africa (all income levels),gini2004,
25108,Small states,gini2004,
25109,Sao Tome and Principe,gini2004,
25110,Suriname,gini2004,
25111,Slovak Republic,gini2004,29.08
25112,Slovenia,gini2004,31.15
25113,Sweden,gini2004,
25114,Swaziland,gini2004,
25115,Sint Maarten (Dutch part),gini2004,
25116,Seychelles,gini2004,
25117,Syrian Arab Republic,gini2004,35.78
25118,Turks and Caicos Islands,gini2004,
25119,Chad,gini2004,
25120,Togo,gini2004,
25121,Thailand,gini2004,
25122,Tajikistan,gini2004,33.6
25123,Turkmenistan,gini2004,
25124,Timor-Leste,gini2004,
25125,Tonga,gini2004,
25126,Trinidad and Tobago,gini2004,
25127,Tunisia,gini2004,
25128,Turkey,gini2004,41.29
25129,Tuvalu,gini2004,
25130,Tanzania,gini2004,
25131,Uganda,gini2004,
25132,Ukraine,gini2004,28.93
25133,Upper middle income,gini2004,
25134,Uruguay,gini2004,47.13
25135,United States,gini2004,40.57
25136,Uzbekistan,gini2004,
25137,St. Vincent and the Grenadines,gini2004,
25138,"Venezuela, RB",gini2004,47.5
25139,Virgin Islands (U.S.),gini2004,
25140,Vietnam,gini2004,36.81
25141,Vanuatu,gini2004,
25142,West Bank and Gaza,gini2004,33.97
25143,World,gini2004,
25144,Samoa,gini2004,
25145,"Yemen, Rep.",gini2004,
25146,South Africa,gini2004,
25147,"Congo, Dem. Rep.",gini2004,
25148,Zambia,gini2004,50.74
25149,Zimbabwe,gini2004,
25150,Aruba,gini2005,
25151,Andorra,gini2005,
25152,Afghanistan,gini2005,
25153,Angola,gini2005,
25154,Albania,gini2005,31.7
25155,Arab World,gini2005,
25156,United Arab Emirates,gini2005,
25157,Argentina,gini2005,49.27
25158,Armenia,gini2005,35.8
25159,American Samoa,gini2005,
25160,Antigua and Barbuda,gini2005,
25161,Australia,gini2005,
25162,Austria,gini2005,
25163,Azerbaijan,gini2005,16.64
25164,Burundi,gini2005,
25165,Belgium,gini2005,
25166,Benin,gini2005,
25167,Burkina Faso,gini2005,
25168,Bangladesh,gini2005,33.22
25169,Bulgaria,gini2005,
25170,Bahrain,gini2005,
25171,"Bahamas, The",gini2005,
25172,Bosnia and Herzegovina,gini2005,
25173,Belarus,gini2005,27.39
25174,Belize,gini2005,
25175,Bermuda,gini2005,
25176,Bolivia,gini2005,58.47
25177,Brazil,gini2005,56.65
25178,Barbados,gini2005,
25179,Brunei Darussalam,gini2005,
25180,Bhutan,gini2005,
25181,Botswana,gini2005,
25182,Central African Republic,gini2005,
25183,Canada,gini2005,
25184,Central Europe and the Baltics,gini2005,
25185,Switzerland,gini2005,
25186,Channel Islands,gini2005,
25187,Chile,gini2005,
25188,China,gini2005,42.48
25189,Cote d'Ivoire,gini2005,
25190,Cameroon,gini2005,
25191,"Congo, Rep.",gini2005,47.32
25192,Colombia,gini2005,55.06
25193,Comoros,gini2005,
25194,Cabo Verde,gini2005,
25195,Costa Rica,gini2005,47.77
25196,Caribbean small states,gini2005,
25197,Cuba,gini2005,
25198,Curacao,gini2005,
25199,Cayman Islands,gini2005,
25200,Cyprus,gini2005,
25201,Czech Republic,gini2005,26.95
25202,Germany,gini2005,
25203,Djibouti,gini2005,
25204,Dominica,gini2005,
25205,Denmark,gini2005,
25206,Dominican Republic,gini2005,49.96
25207,Algeria,gini2005,
25208,East Asia & Pacific (developing only),gini2005,
25209,East Asia & Pacific (all income levels),gini2005,
25210,Europe & Central Asia (developing only),gini2005,
25211,Europe & Central Asia (all income levels),gini2005,
25212,Ecuador,gini2005,54.12
25213,"Egypt, Arab Rep.",gini2005,
25214,Euro area,gini2005,
25215,Eritrea,gini2005,
25216,Spain,gini2005,
25217,Estonia,gini2005,33.63
25218,Ethiopia,gini2005,29.83
25219,European Union,gini2005,
25220,Fragile and conflict affected situations,gini2005,
25221,Finland,gini2005,
25222,Fiji,gini2005,
25223,France,gini2005,31.69
25224,Faeroe Islands,gini2005,
25225,"Micronesia, Fed. Sts.",gini2005,
25226,Gabon,gini2005,42.19
25227,United Kingdom,gini2005,
25228,Georgia,gini2005,40.34
25229,Ghana,gini2005,42.76
25230,Guinea,gini2005,
25231,"Gambia, The",gini2005,
25232,Guinea-Bissau,gini2005,
25233,Equatorial Guinea,gini2005,
25234,Greece,gini2005,
25235,Grenada,gini2005,
25236,Greenland,gini2005,
25237,Guatemala,gini2005,
25238,Guam,gini2005,
25239,Guyana,gini2005,
25240,High income,gini2005,
25241,"Hong Kong SAR, China",gini2005,
25242,Honduras,gini2005,59.51
25243,Heavily indebted poor countries (HIPC),gini2005,
25244,Croatia,gini2005,
25245,Haiti,gini2005,
25246,Hungary,gini2005,30.19
25247,Indonesia,gini2005,34.01
25248,Isle of Man,gini2005,
25249,India,gini2005,
25250,Not classified,gini2005,
25251,Ireland,gini2005,
25252,"Iran, Islamic Rep.",gini2005,38.28
25253,Iraq,gini2005,
25254,Iceland,gini2005,
25255,Israel,gini2005,41.86
25256,Italy,gini2005,
25257,Jamaica,gini2005,
25258,Jordan,gini2005,
25259,Japan,gini2005,
25260,Kazakhstan,gini2005,26.83
25261,Kenya,gini2005,47.68
25262,Kyrgyz Republic,gini2005,38.32
25263,Cambodia,gini2005,
25264,Kiribati,gini2005,
25265,St. Kitts and Nevis,gini2005,
25266,"Korea, Rep.",gini2005,
25267,Kosovo,gini2005,
25268,Kuwait,gini2005,
25269,Latin America & Caribbean (developing only),gini2005,
25270,Lao PDR,gini2005,
25271,Lebanon,gini2005,
25272,Liberia,gini2005,
25273,Libya,gini2005,
25274,St. Lucia,gini2005,
25275,Latin America & Caribbean (all income levels),gini2005,
25276,Least developed countries: UN classification,gini2005,
25277,Low income,gini2005,
25278,Liechtenstein,gini2005,
25279,Sri Lanka,gini2005,
25280,Lower middle income,gini2005,
25281,Low & middle income,gini2005,
25282,Lesotho,gini2005,
25283,Lithuania,gini2005,35.3
25284,Luxembourg,gini2005,
25285,Latvia,gini2005,
25286,"Macao SAR, China",gini2005,
25287,St. Martin (French part),gini2005,
25288,Morocco,gini2005,
25289,Monaco,gini2005,
25290,Moldova,gini2005,36.28
25291,Middle East (developing only),gini2005,
25292,Madagascar,gini2005,38.88
25293,Maldives,gini2005,
25294,Middle East & North Africa (all income levels),gini2005,
25295,Mexico,gini2005,51.11
25296,Marshall Islands,gini2005,
25297,Middle income,gini2005,
25298,"Macedonia, FYR",gini2005,39.13
25299,Mali,gini2005,
25300,Malta,gini2005,
25301,Myanmar,gini2005,
25302,Middle East & North Africa (developing only),gini2005,
25303,Montenegro,gini2005,30.14
25304,Mongolia,gini2005,
25305,Northern Mariana Islands,gini2005,
25306,Mozambique,gini2005,
25307,Mauritania,gini2005,
25308,Mauritius,gini2005,
25309,Malawi,gini2005,
25310,Malaysia,gini2005,
25311,North America,gini2005,
25312,Namibia,gini2005,
25313,New Caledonia,gini2005,
25314,Niger,gini2005,46.26
25315,Nigeria,gini2005,
25316,Nicaragua,gini2005,40.47
25317,Netherlands,gini2005,
25318,High income: nonOECD,gini2005,
25319,Norway,gini2005,
25320,Nepal,gini2005,
25321,New Zealand,gini2005,
25322,High income: OECD,gini2005,
25323,OECD members,gini2005,
25324,Oman,gini2005,
25325,Other small states,gini2005,
25326,Pakistan,gini2005,32.74
25327,Panama,gini2005,53.99
25328,Peru,gini2005,49.28
25329,Philippines,gini2005,
25330,Palau,gini2005,
25331,Papua New Guinea,gini2005,
25332,Poland,gini2005,34.49
25333,Puerto Rico,gini2005,
25334,"Korea, Dem. Rep.",gini2005,
25335,Portugal,gini2005,
25336,Paraguay,gini2005,51.37
25337,Pacific island small states,gini2005,
25338,French Polynesia,gini2005,
25339,Qatar,gini2005,
25340,Romania,gini2005,29.82
25341,Russian Federation,gini2005,38.3
25342,Rwanda,gini2005,
25343,South Asia,gini2005,
25344,Saudi Arabia,gini2005,
25345,Sudan,gini2005,
25346,Senegal,gini2005,39.19
25347,Singapore,gini2005,
25348,Solomon Islands,gini2005,
25349,Sierra Leone,gini2005,
25350,El Salvador,gini2005,47.88
25351,San Marino,gini2005,
25352,Somalia,gini2005,
25353,Serbia,gini2005,33.43
25354,Sub-Saharan Africa (developing only),gini2005,
25355,South Sudan,gini2005,
25356,Sub-Saharan Africa (all income levels),gini2005,
25357,Small states,gini2005,
25358,Sao Tome and Principe,gini2005,
25359,Suriname,gini2005,
25360,Slovak Republic,gini2005,29.83
25361,Slovenia,gini2005,24.63
25362,Sweden,gini2005,26.08
25363,Swaziland,gini2005,
25364,Sint Maarten (Dutch part),gini2005,
25365,Seychelles,gini2005,
25366,Syrian Arab Republic,gini2005,
25367,Turks and Caicos Islands,gini2005,
25368,Chad,gini2005,
25369,Togo,gini2005,
25370,Thailand,gini2005,
25371,Tajikistan,gini2005,
25372,Turkmenistan,gini2005,
25373,Timor-Leste,gini2005,
25374,Tonga,gini2005,
25375,Trinidad and Tobago,gini2005,
25376,Tunisia,gini2005,37.73
25377,Turkey,gini2005,41.73
25378,Tuvalu,gini2005,
25379,Tanzania,gini2005,
25380,Uganda,gini2005,42.62
25381,Ukraine,gini2005,29.02
25382,Upper middle income,gini2005,
25383,Uruguay,gini2005,45.87
25384,United States,gini2005,
25385,Uzbekistan,gini2005,
25386,St. Vincent and the Grenadines,gini2005,
25387,"Venezuela, RB",gini2005,49.46
25388,Virgin Islands (U.S.),gini2005,
25389,Vietnam,gini2005,
25390,Vanuatu,gini2005,
25391,West Bank and Gaza,gini2005,
25392,World,gini2005,
25393,Samoa,gini2005,
25394,"Yemen, Rep.",gini2005,35.91
25395,South Africa,gini2005,
25396,"Congo, Dem. Rep.",gini2005,44.43
25397,Zambia,gini2005,
25398,Zimbabwe,gini2005,
25399,Aruba,gini2006,
25400,Andorra,gini2006,
25401,Afghanistan,gini2006,
25402,Angola,gini2006,
25403,Albania,gini2006,
25404,Arab World,gini2006,
25405,United Arab Emirates,gini2006,
25406,Argentina,gini2006,48.26
25407,Armenia,gini2006,32.49
25408,American Samoa,gini2006,
25409,Antigua and Barbuda,gini2006,
25410,Australia,gini2006,
25411,Austria,gini2006,
25412,Azerbaijan,gini2006,
25413,Burundi,gini2006,33.27
25414,Belgium,gini2006,
25415,Benin,gini2006,
25416,Burkina Faso,gini2006,
25417,Bangladesh,gini2006,
25418,Bulgaria,gini2006,
25419,Bahrain,gini2006,
25420,"Bahamas, The",gini2006,
25421,Bosnia and Herzegovina,gini2006,
25422,Belarus,gini2006,28.17
25423,Belize,gini2006,
25424,Bermuda,gini2006,
25425,Bolivia,gini2006,56.9
25426,Brazil,gini2006,55.93
25427,Barbados,gini2006,
25428,Brunei Darussalam,gini2006,
25429,Bhutan,gini2006,
25430,Botswana,gini2006,
25431,Central African Republic,gini2006,
25432,Canada,gini2006,
25433,Central Europe and the Baltics,gini2006,
25434,Switzerland,gini2006,
25435,Channel Islands,gini2006,
25436,Chile,gini2006,51.79
25437,China,gini2006,
25438,Cote d'Ivoire,gini2006,
25439,Cameroon,gini2006,
25440,"Congo, Rep.",gini2006,
25441,Colombia,gini2006,58.66
25442,Comoros,gini2006,
25443,Cabo Verde,gini2006,
25444,Costa Rica,gini2006,49.31
25445,Caribbean small states,gini2006,
25446,Cuba,gini2006,
25447,Curacao,gini2006,
25448,Cayman Islands,gini2006,
25449,Cyprus,gini2006,
25450,Czech Republic,gini2006,26.74
25451,Germany,gini2006,
25452,Djibouti,gini2006,
25453,Dominica,gini2006,
25454,Denmark,gini2006,
25455,Dominican Republic,gini2006,51.9
25456,Algeria,gini2006,
25457,East Asia & Pacific (developing only),gini2006,
25458,East Asia & Pacific (all income levels),gini2006,
25459,Europe & Central Asia (developing only),gini2006,
25460,Europe & Central Asia (all income levels),gini2006,
25461,Ecuador,gini2006,53.2
25462,"Egypt, Arab Rep.",gini2006,
25463,Euro area,gini2006,
25464,Eritrea,gini2006,
25465,Spain,gini2006,
25466,Estonia,gini2006,33.76
25467,Ethiopia,gini2006,
25468,European Union,gini2006,
25469,Fragile and conflict affected situations,gini2006,
25470,Finland,gini2006,
25471,Fiji,gini2006,
25472,France,gini2006,
25473,Faeroe Islands,gini2006,
25474,"Micronesia, Fed. Sts.",gini2006,
25475,Gabon,gini2006,
25476,United Kingdom,gini2006,
25477,Georgia,gini2006,40.09
25478,Ghana,gini2006,
25479,Guinea,gini2006,
25480,"Gambia, The",gini2006,
25481,Guinea-Bissau,gini2006,
25482,Equatorial Guinea,gini2006,
25483,Greece,gini2006,
25484,Grenada,gini2006,
25485,Greenland,gini2006,
25486,Guatemala,gini2006,54.89
25487,Guam,gini2006,
25488,Guyana,gini2006,
25489,High income,gini2006,
25490,"Hong Kong SAR, China",gini2006,
25491,Honduras,gini2006,57.42
25492,Heavily indebted poor countries (HIPC),gini2006,
25493,Croatia,gini2006,
25494,Haiti,gini2006,
25495,Hungary,gini2006,28.3
25496,Indonesia,gini2006,
25497,Isle of Man,gini2006,
25498,India,gini2006,
25499,Not classified,gini2006,
25500,Ireland,gini2006,
25501,"Iran, Islamic Rep.",gini2006,
25502,Iraq,gini2006,
25503,Iceland,gini2006,
25504,Israel,gini2006,
25505,Italy,gini2006,
25506,Jamaica,gini2006,
25507,Jordan,gini2006,33.89
25508,Japan,gini2006,
25509,Kazakhstan,gini2006,29.98
25510,Kenya,gini2006,
25511,Kyrgyz Republic,gini2006,38.4
25512,Cambodia,gini2006,
25513,Kiribati,gini2006,
25514,St. Kitts and Nevis,gini2006,
25515,"Korea, Rep.",gini2006,
25516,Kosovo,gini2006,
25517,Kuwait,gini2006,
25518,Latin America & Caribbean (developing only),gini2006,
25519,Lao PDR,gini2006,
25520,Lebanon,gini2006,
25521,Liberia,gini2006,
25522,Libya,gini2006,
25523,St. Lucia,gini2006,
25524,Latin America & Caribbean (all income levels),gini2006,
25525,Least developed countries: UN classification,gini2006,
25526,Low income,gini2006,
25527,Liechtenstein,gini2006,
25528,Sri Lanka,gini2006,40.26
25529,Lower middle income,gini2006,
25530,Low & middle income,gini2006,
25531,Lesotho,gini2006,
25532,Lithuania,gini2006,34.44
25533,Luxembourg,gini2006,
25534,Latvia,gini2006,35.6
25535,"Macao SAR, China",gini2006,
25536,St. Martin (French part),gini2006,
25537,Morocco,gini2006,
25538,Monaco,gini2006,
25539,Moldova,gini2006,35.4
25540,Middle East (developing only),gini2006,
25541,Madagascar,gini2006,
25542,Maldives,gini2006,
25543,Middle East & North Africa (all income levels),gini2006,
25544,Mexico,gini2006,48.11
25545,Marshall Islands,gini2006,
25546,Middle income,gini2006,
25547,"Macedonia, FYR",gini2006,42.78
25548,Mali,gini2006,38.99
25549,Malta,gini2006,
25550,Myanmar,gini2006,
25551,Middle East & North Africa (developing only),gini2006,
25552,Montenegro,gini2006,29.39
25553,Mongolia,gini2006,
25554,Northern Mariana Islands,gini2006,
25555,Mozambique,gini2006,
25556,Mauritania,gini2006,
25557,Mauritius,gini2006,35.68
25558,Malawi,gini2006,
25559,Malaysia,gini2006,
25560,North America,gini2006,
25561,Namibia,gini2006,
25562,New Caledonia,gini2006,
25563,Niger,gini2006,
25564,Nigeria,gini2006,
25565,Nicaragua,gini2006,
25566,Netherlands,gini2006,
25567,High income: nonOECD,gini2006,
25568,Norway,gini2006,
25569,Nepal,gini2006,
25570,New Zealand,gini2006,
25571,High income: OECD,gini2006,
25572,OECD members,gini2006,
25573,Oman,gini2006,
25574,Other small states,gini2006,
25575,Pakistan,gini2006,
25576,Panama,gini2006,55.06
25577,Peru,gini2006,49.07
25578,Philippines,gini2006,44.04
25579,Palau,gini2006,
25580,Papua New Guinea,gini2006,
25581,Poland,gini2006,33.71
25582,Puerto Rico,gini2006,
25583,"Korea, Dem. Rep.",gini2006,
25584,Portugal,gini2006,
25585,Paraguay,gini2006,53.63
25586,Pacific island small states,gini2006,
25587,French Polynesia,gini2006,
25588,Qatar,gini2006,
25589,Romania,gini2006,30.61
25590,Russian Federation,gini2006,38.69
25591,Rwanda,gini2006,53.09
25592,South Asia,gini2006,
25593,Saudi Arabia,gini2006,
25594,Sudan,gini2006,
25595,Senegal,gini2006,
25596,Singapore,gini2006,
25597,Solomon Islands,gini2006,
25598,Sierra Leone,gini2006,
25599,El Salvador,gini2006,45.45
25600,San Marino,gini2006,
25601,Somalia,gini2006,
25602,Serbia,gini2006,29.67
25603,Sub-Saharan Africa (developing only),gini2006,
25604,South Sudan,gini2006,
25605,Sub-Saharan Africa (all income levels),gini2006,
25606,Small states,gini2006,
25607,Sao Tome and Principe,gini2006,
25608,Suriname,gini2006,
25609,Slovak Republic,gini2006,27.71
25610,Slovenia,gini2006,24.48
25611,Sweden,gini2006,
25612,Swaziland,gini2006,
25613,Sint Maarten (Dutch part),gini2006,
25614,Seychelles,gini2006,65.77
25615,Syrian Arab Republic,gini2006,
25616,Turks and Caicos Islands,gini2006,
25617,Chad,gini2006,
25618,Togo,gini2006,42.23
25619,Thailand,gini2006,42.35
25620,Tajikistan,gini2006,
25621,Turkmenistan,gini2006,
25622,Timor-Leste,gini2006,
25623,Tonga,gini2006,
25624,Trinidad and Tobago,gini2006,
25625,Tunisia,gini2006,
25626,Turkey,gini2006,39.65
25627,Tuvalu,gini2006,
25628,Tanzania,gini2006,
25629,Uganda,gini2006,
25630,Ukraine,gini2006,29.65
25631,Upper middle income,gini2006,
25632,Uruguay,gini2006,47.2
25633,United States,gini2006,
25634,Uzbekistan,gini2006,
25635,St. Vincent and the Grenadines,gini2006,
25636,"Venezuela, RB",gini2006,44.77
25637,Virgin Islands (U.S.),gini2006,
25638,Vietnam,gini2006,35.75
25639,Vanuatu,gini2006,
25640,West Bank and Gaza,gini2006,
25641,World,gini2006,
25642,Samoa,gini2006,
25643,"Yemen, Rep.",gini2006,
25644,South Africa,gini2006,67.4
25645,"Congo, Dem. Rep.",gini2006,
25646,Zambia,gini2006,54.63
25647,Zimbabwe,gini2006,
25648,Aruba,gini2007,
25649,Andorra,gini2007,
25650,Afghanistan,gini2007,27.82
25651,Angola,gini2007,
25652,Albania,gini2007,
25653,Arab World,gini2007,
25654,United Arab Emirates,gini2007,
25655,Argentina,gini2007,47.37
25656,Armenia,gini2007,29.83
25657,American Samoa,gini2007,
25658,Antigua and Barbuda,gini2007,
25659,Australia,gini2007,
25660,Austria,gini2007,
25661,Azerbaijan,gini2007,
25662,Burundi,gini2007,
25663,Belgium,gini2007,
25664,Benin,gini2007,
25665,Burkina Faso,gini2007,
25666,Bangladesh,gini2007,
25667,Bulgaria,gini2007,28.14
25668,Bahrain,gini2007,
25669,"Bahamas, The",gini2007,
25670,Bosnia and Herzegovina,gini2007,33.04
25671,Belarus,gini2007,28.78
25672,Belize,gini2007,
25673,Bermuda,gini2007,
25674,Bolivia,gini2007,55.44
25675,Brazil,gini2007,55.23
25676,Barbados,gini2007,
25677,Brunei Darussalam,gini2007,
25678,Bhutan,gini2007,38.06
25679,Botswana,gini2007,
25680,Central African Republic,gini2007,
25681,Canada,gini2007,33.9
25682,Central Europe and the Baltics,gini2007,
25683,Switzerland,gini2007,
25684,Channel Islands,gini2007,
25685,Chile,gini2007,
25686,China,gini2007,
25687,Cote d'Ivoire,gini2007,
25688,Cameroon,gini2007,40.72
25689,"Congo, Rep.",gini2007,
25690,Colombia,gini2007,58.88
25691,Comoros,gini2007,
25692,Cabo Verde,gini2007,43.82
25693,Costa Rica,gini2007,49.49
25694,Caribbean small states,gini2007,
25695,Cuba,gini2007,
25696,Curacao,gini2007,
25697,Cayman Islands,gini2007,
25698,Cyprus,gini2007,
25699,Czech Republic,gini2007,
25700,Germany,gini2007,31.83
25701,Djibouti,gini2007,
25702,Dominica,gini2007,
25703,Denmark,gini2007,25.98
25704,Dominican Republic,gini2007,48.69
25705,Algeria,gini2007,
25706,East Asia & Pacific (developing only),gini2007,
25707,East Asia & Pacific (all income levels),gini2007,
25708,Europe & Central Asia (developing only),gini2007,
25709,Europe & Central Asia (all income levels),gini2007,
25710,Ecuador,gini2007,54.33
25711,"Egypt, Arab Rep.",gini2007,
25712,Euro area,gini2007,
25713,Eritrea,gini2007,
25714,Spain,gini2007,32.65
25715,Estonia,gini2007,31.25
25716,Ethiopia,gini2007,
25717,European Union,gini2007,
25718,Fragile and conflict affected situations,gini2007,
25719,Finland,gini2007,28.2
25720,Fiji,gini2007,
25721,France,gini2007,
25722,Faeroe Islands,gini2007,
25723,"Micronesia, Fed. Sts.",gini2007,
25724,Gabon,gini2007,
25725,United Kingdom,gini2007,38.07
25726,Georgia,gini2007,40.6
25727,Ghana,gini2007,
25728,Guinea,gini2007,39.35
25729,"Gambia, The",gini2007,
25730,Guinea-Bissau,gini2007,
25731,Equatorial Guinea,gini2007,
25732,Greece,gini2007,33.96
25733,Grenada,gini2007,
25734,Greenland,gini2007,
25735,Guatemala,gini2007,
25736,Guam,gini2007,
25737,Guyana,gini2007,
25738,High income,gini2007,
25739,"Hong Kong SAR, China",gini2007,
25740,Honduras,gini2007,56.16
25741,Heavily indebted poor countries (HIPC),gini2007,
25742,Croatia,gini2007,
25743,Haiti,gini2007,
25744,Hungary,gini2007,
25745,Indonesia,gini2007,
25746,Isle of Man,gini2007,
25747,India,gini2007,
25748,Not classified,gini2007,
25749,Ireland,gini2007,31.73
25750,"Iran, Islamic Rep.",gini2007,
25751,Iraq,gini2007,28.6
25752,Iceland,gini2007,29.32
25753,Israel,gini2007,41.18
25754,Italy,gini2007,
25755,Jamaica,gini2007,
25756,Jordan,gini2007,
25757,Japan,gini2007,
25758,Kazakhstan,gini2007,29.59
25759,Kenya,gini2007,
25760,Kyrgyz Republic,gini2007,33.43
25761,Cambodia,gini2007,41.25
25762,Kiribati,gini2007,
25763,St. Kitts and Nevis,gini2007,
25764,"Korea, Rep.",gini2007,
25765,Kosovo,gini2007,
25766,Kuwait,gini2007,
25767,Latin America & Caribbean (developing only),gini2007,
25768,Lao PDR,gini2007,35.46
25769,Lebanon,gini2007,
25770,Liberia,gini2007,38.16
25771,Libya,gini2007,
25772,St. Lucia,gini2007,
25773,Latin America & Caribbean (all income levels),gini2007,
25774,Least developed countries: UN classification,gini2007,
25775,Low income,gini2007,
25776,Liechtenstein,gini2007,
25777,Sri Lanka,gini2007,
25778,Lower middle income,gini2007,
25779,Low & middle income,gini2007,
25780,Lesotho,gini2007,
25781,Lithuania,gini2007,
25782,Luxembourg,gini2007,
25783,Latvia,gini2007,
25784,"Macao SAR, China",gini2007,
25785,St. Martin (French part),gini2007,
25786,Morocco,gini2007,40.88
25787,Monaco,gini2007,
25788,Moldova,gini2007,34.42
25789,Middle East (developing only),gini2007,
25790,Madagascar,gini2007,
25791,Maldives,gini2007,
25792,Middle East & North Africa (all income levels),gini2007,
25793,Mexico,gini2007,
25794,Marshall Islands,gini2007,
25795,Middle income,gini2007,
25796,"Macedonia, FYR",gini2007,
25797,Mali,gini2007,
25798,Malta,gini2007,
25799,Myanmar,gini2007,
25800,Middle East & North Africa (developing only),gini2007,
25801,Montenegro,gini2007,30.82
25802,Mongolia,gini2007,36.52
25803,Northern Mariana Islands,gini2007,
25804,Mozambique,gini2007,
25805,Mauritania,gini2007,
25806,Mauritius,gini2007,
25807,Malawi,gini2007,
25808,Malaysia,gini2007,46
25809,North America,gini2007,
25810,Namibia,gini2007,
25811,New Caledonia,gini2007,
25812,Niger,gini2007,34.55
25813,Nigeria,gini2007,
25814,Nicaragua,gini2007,
25815,Netherlands,gini2007,30.31
25816,High income: nonOECD,gini2007,
25817,Norway,gini2007,26.48
25818,Nepal,gini2007,
25819,New Zealand,gini2007,
25820,High income: OECD,gini2007,
25821,OECD members,gini2007,
25822,Oman,gini2007,
25823,Other small states,gini2007,
25824,Pakistan,gini2007,30.02
25825,Panama,gini2007,52.97
25826,Peru,gini2007,49.62
25827,Philippines,gini2007,
25828,Palau,gini2007,
25829,Papua New Guinea,gini2007,
25830,Poland,gini2007,33.51
25831,Puerto Rico,gini2007,
25832,"Korea, Dem. Rep.",gini2007,
25833,Portugal,gini2007,
25834,Paraguay,gini2007,52.09
25835,Pacific island small states,gini2007,
25836,French Polynesia,gini2007,
25837,Qatar,gini2007,
25838,Romania,gini2007,30.35
25839,Russian Federation,gini2007,39.27
25840,Rwanda,gini2007,
25841,South Asia,gini2007,
25842,Saudi Arabia,gini2007,
25843,Sudan,gini2007,
25844,Senegal,gini2007,
25845,Singapore,gini2007,
25846,Solomon Islands,gini2007,
25847,Sierra Leone,gini2007,
25848,El Salvador,gini2007,45.25
25849,San Marino,gini2007,
25850,Somalia,gini2007,
25851,Serbia,gini2007,29.43
25852,Sub-Saharan Africa (developing only),gini2007,
25853,South Sudan,gini2007,
25854,Sub-Saharan Africa (all income levels),gini2007,
25855,Small states,gini2007,
25856,Sao Tome and Principe,gini2007,
25857,Suriname,gini2007,
25858,Slovak Republic,gini2007,
25859,Slovenia,gini2007,
25860,Sweden,gini2007,
25861,Swaziland,gini2007,
25862,Sint Maarten (Dutch part),gini2007,
25863,Seychelles,gini2007,
25864,Syrian Arab Republic,gini2007,
25865,Turks and Caicos Islands,gini2007,
25866,Chad,gini2007,
25867,Togo,gini2007,
25868,Thailand,gini2007,
25869,Tajikistan,gini2007,32.19
25870,Turkmenistan,gini2007,
25871,Timor-Leste,gini2007,30.41
25872,Tonga,gini2007,
25873,Trinidad and Tobago,gini2007,
25874,Tunisia,gini2007,
25875,Turkey,gini2007,38.44
25876,Tuvalu,gini2007,
25877,Tanzania,gini2007,37.58
25878,Uganda,gini2007,
25879,Ukraine,gini2007,29.56
25880,Upper middle income,gini2007,
25881,Uruguay,gini2007,47.63
25882,United States,gini2007,41.64
25883,Uzbekistan,gini2007,
25884,St. Vincent and the Grenadines,gini2007,
25885,"Venezuela, RB",gini2007,
25886,Virgin Islands (U.S.),gini2007,
25887,Vietnam,gini2007,
25888,Vanuatu,gini2007,
25889,West Bank and Gaza,gini2007,38.66
25890,World,gini2007,
25891,Samoa,gini2007,
25892,"Yemen, Rep.",gini2007,
25893,South Africa,gini2007,
25894,"Congo, Dem. Rep.",gini2007,
25895,Zambia,gini2007,
25896,Zimbabwe,gini2007,
25897,Aruba,gini2008,
25898,Andorra,gini2008,
25899,Afghanistan,gini2008,
25900,Angola,gini2008,42.66
25901,Albania,gini2008,29.98
25902,Arab World,gini2008,
25903,United Arab Emirates,gini2008,
25904,Argentina,gini2008,46.27
25905,Armenia,gini2008,30.71
25906,American Samoa,gini2008,
25907,Antigua and Barbuda,gini2008,
25908,Australia,gini2008,
